pattern,raw_json_replies
ABCDDE,"[('1532627141413806081', '@nuggetsbyabby @Onize222 @anene_afanna @jon_d_doe I think she was being sarcastic', 'styledbysimdee|1190242356278255621', '2022-06-03T07:36:00.000Z'), ('1532355243551428608', '@Onize222 @anene_afanna @jon_d_doe Shift with your definition abeg..', 'nuggetsbyabby|1399814857227112449', '2022-06-02T13:35:34.000Z'), ('1532349034681323520', '@anene_afanna @jon_d_doe I tell women all the times, men\'s definition of a good woman is the one they can cheat on and still get pure forgiveness from. It\'s called ""peace of mind""', 'Onize222|1445112283575750667', '2022-06-02T13:10:54.000Z'), ('1532106852766466053', ""@jon_d_doe Thanks everyone, it wasn't easy getting here especially when she caught me in bed with another( while we still dated ) , I drove to her school then to beg her because she was more than a mother to me. I love you Magdalene, and I'd want to keep enjoying your oxford alumni okro"", 'anene_afanna|2729022508', '2022-06-01T21:08:33.000Z'), ('1532100691069640714', '@jon_d_doe https://t.co/uY9FlIkmR4', 'anene_afanna|2729022508', '2022-06-01T20:44:04.000Z'), ('1532094436540403712', 'Married men,\n\nSend a message to your wives &amp; say..\n\n""you\'re the best thing that has ever happened to me in this world, no other woman will ever come close"".\n\nMunch her reply &amp; post under this tweet.\n\nI\'m not sure she\'ll believe you but just try 😂😂😂.', 'jon_d_doe|1252264586201518083', '2022-06-01T20:19:13.000Z')]"
ABC,"[('1532625153171013633', '@Michael73087712 @PostyOfficial he is being sarcastic..', 'darwinesh|2532149789', '2022-06-03T07:28:05.000Z'), ('1532620977892466688', '@PostyOfficial You quit Rust ?', 'Michael73087712|1524219564430663681', '2022-06-03T07:11:30.000Z'), ('1532619310857871361', 'I cannot believe they fucked up the game, game is dead game is ruined, i quit. Yet 165k playing 🤭 https://t.co/bvpB9ZRZFj', 'PostyOfficial|736176312457560064', '2022-06-03T07:04:53.000Z')]"
AB,"[('1532625121185259525', '@GBNEWS @danwootton The Sussexes are being sarcastic in these Shush pics,imo they knew the cameras would see them doing this &amp; they are implying they\'ve still ""lost their voices"" by the royal family they are a pair of narcisstic tossers.', 'vivienmiss|310265421', '2022-06-03T07:27:58.000Z'), ('1532461937673527299', ""'The Queen has been brilliant.'\n\n'Brilliant at what?'\n\n'Do you know what Amy? This is not the day.'\n\nDan Wootton and Amy Nickell clash over the role of the Queen and the future of the monarchy.\n\n#GBNewsJubilee\n\n🖥 GB News on YouTube https://t.co/Wa58gYGZwF https://t.co/gD2KM1y5Kb"", 'GBNEWS|1339166129110065152', '2022-06-02T20:39:32.000Z')]"
A,"[('1532624811922321409', 'people do realize that mike wasnt actually telling Lucas to have coach move the game he was being sarcastic. you guys got that right?', 'katvaleska|2309332878', '2022-06-03T07:26:44.000Z')]"
AB,"[('1532621732015616005', '@IshitaJoshi Ishu he is being sarcastic here. Hence he started the tweet with how horrible he is and ended with yet I stand with him as sarcasm', 'Dishasatra|167371131', '2022-06-03T07:14:30.000Z'), ('1532346762622652416', 'Whattttt \nWho stands with that fake checker? And why do you have to stand with him? For what? 😳😳😳\nDisappointed unfollowing you! https://t.co/CSVAry8Grm', 'IshitaJoshi|116484117', '2022-06-02T13:01:52.000Z')]"
AB,"[('1532619400599465984', '@Sumi_Scorpio I thought he was being sarcastic.', 'suleimanikeede|306237675', '2022-06-03T07:05:14.000Z'), ('1532616351876993024', 'Ranga Saar, with due respect to ur ideologies &amp; wisdom, here I agree to disagree on ur point, right to free speech or FOE in a democracy can’t stand tall putting someone’s life in danger, specially when the other person stated fact, extremely sorry 🙏🏻 https://t.co/7J0qyglYQX', 'Sumi_Scorpio|979541942118662144', '2022-06-03T06:53:07.000Z')]"
,[]
ABC,"[('1532618604528619520', ""@itsmimipo @tonifowlerpo She's being sarcastic po ata. Kalma lang po kayo. 🤣"", 'LetAnyaRant|1526125796326158336', '2022-06-03T07:02:04.000Z'), ('1532329294147424256', '@tonifowlerpo Mameh ipagtanggol mo naman si bestfriend mo. Icomfort mo at baka madepress na naman🥲 wag mo alalahanin ung mga babaeng nagamit nya, wag mo alalahanin ginawa nya kay buli. Mas matimbang pinagsamahan nyo kesa sa hustisya and rights ng mga babae. Pls protect rob.', 'itsmimipo|1386324710091378693', '2022-06-02T11:52:27.000Z'), ('1532328545975881730', 'Busy ako ngayon sa taping pls wag muna kayo tumawag ng tumawag..', 'tonifowlerpo|754412324631359488', '2022-06-02T11:49:29.000Z')]"
ABC,"[('1532618191557603328', '@Abbie_blaq_ @Postsubman Lmao before i replied this, i checked your profile\n\n""Wicked girl"" ""speak fluent sarcasm"" \n\nIt\'s either you\'re being sarcastic or just wicked sha', 'Danny__Presh|998202945727598592', '2022-06-03T07:00:26.000Z'), ('1532464423180419072', ""@Postsubman Pray for her. The devil is out there to destroy ur relationship.. don't allow it\n\nAnd search yourself what could be doing wrong."", 'Abbie_blaq_|1008239719761793024', '2022-06-02T20:49:24.000Z'), ('1532458369113636886', '- Man needs your Advice. https://t.co/Y8o2Np1G1W', 'Postsubman|913431260554567680', '2022-06-02T20:25:21.000Z')]"
ABABC,"[('1532616430545293313', ""@AmritsPhotos @AJamesMcCarthy Sometimes on the internet, it's hard to see when people are being sarcastic and when they're being obtuse."", 'IODarren|2337744114', '2022-06-03T06:53:26.000Z'), ('1532600752027209729', '@IODarren @AJamesMcCarthy It’s obviously a joke smart guy, you missed the sarcastic play in to it 😝', 'AmritsPhotos|1415515614756556803', '2022-06-03T05:51:08.000Z'), ('1532599519291920385', '@AmritsPhotos @AJamesMcCarthy https://t.co/mxJBFPsSK5', 'IODarren|2337744114', '2022-06-03T05:46:14.000Z'), ('1532599035575816192', '@AJamesMcCarthy what are weekly/monthly expenses (utilities) doing alongside one off costs (telescopes)?', 'AmritsPhotos|1415515614756556803', '2022-06-03T05:44:19.000Z'), ('1532548502860931075', 'Food $200\nData $150\nRent $800\nTelescopes $3,600\nUtility $150\nsomeone who is good at the economy please help me budget this, my family is dying', 'AJamesMcCarthy|2492039959', '2022-06-03T02:23:31.000Z')]"
AB,"[('1532616366137790465', '@NHSNurse15 Now that we are ""living with Covid"" you aren\'t even required anymore, didn\'t you know? (my mum is a HCA so I\'m being deeply sarcastic here btw)', 'AlsfordBeck|1488431416622956546', '2022-06-03T06:53:10.000Z'), ('1532600782968741888', 'Nurses used to be a valued, respect and protected profession.\n\nNow, we are bashed by this Government, bashed by this media and bashed by a small proportion of the public. \n\nWhy has this changed?\n\n#NurseTwitter', 'NHSNurse15|1287473789102678016', '2022-06-03T05:51:15.000Z')]"
ABC,"[('1532615604733083649', '@ccrebel1 @puneetsinghlive I think he is being sarcastic.', 'pandey_ashishkp|2255876790', '2022-06-03T06:50:09.000Z'), ('1532606224847470592', '@puneetsinghlive embroidery was not a part of any Islamic culture sir, coz dressing up is not allowed.. on that note, can u pls prove it, as its only a saying, nothing concrete on this claim as well.. pls give us details if you can prove ur statement', 'ccrebel1|1365908166504976388', '2022-06-03T06:12:53.000Z'), ('1532359497007570944', 'अक्षय कुमार ने जो चिकन वर्क वाला कुर्ता पहना है उसे मुगल शासक जहांगीर की पत्नी नूर जहां भारत में लाईं थीं. https://t.co/QjYH9rsONf', 'puneetsinghlive|762190716781096960', '2022-06-02T13:52:28.000Z')]"
ABCDEE,"[('1532614586544824322', '@isildur_lord @NOWDumpTrump @ptboat67 @JoJoFromJerz they were being sarcastic', 'abc47751784|1014938632866664448', '2022-06-03T06:46:06.000Z'), ('1532422121820938240', '@NOWDumpTrump @ptboat67 @JoJoFromJerz LOL, sanity? Soo…”trump is worse than hitler” is a completely sane thing to say? I guess we have different definitions of.”sane” 😳', 'isildur_lord|1518969429534683139', '2022-06-02T18:01:19.000Z'), ('1532173037034156033', '@ptboat67 @JoJoFromJerz To the left…= sanity and compassion for all.  🤷🏼\u200d♀️', 'NOWDumpTrump|415989820', '2022-06-02T01:31:33.000Z'), ('1532168940377370624', '@JoJoFromJerz To the right, power, control, &amp; subjugation = freedom', 'ptboat67|51769489', '2022-06-02T01:15:16.000Z'), ('1532140812750192640', 'Ever wonder why the ""freedom"" party always wants to take our freedoms away? \n\nMy thoughts on it here (yep, for free) 👇\nhttps://t.co/pnxd5PpQbB', 'JoJoFromJerz|818893114979061761', '2022-06-01T23:23:30.000Z'), ('1532110385943281664', 'Ya know - I smoke pot, play video games and watch porn and I gotta say… I never once felt the need to shoot up a school.', 'JoJoFromJerz|818893114979061761', '2022-06-01T21:22:35.000Z')]"
,[]
ABB,"[('1532612865206931457', '@davidgokhshtein there is a way to be sarcastic . Sometimes people think that they are being sarcastic but THEY ARE NOT #SHIB #SHIBARMY', 'NikhilP64003218|1344675836138377216', '2022-06-03T06:39:16.000Z'), ('1532566247136759840', 'note to self: sarcasm doesn’t translate well over social media. /endnote.', 'davidgokhshtein|170049408', '2022-06-03T03:34:01.000Z'), ('1532497979457916933', ""so now that there's no leader in $SHIB, where do we go from here?"", 'davidgokhshtein|170049408', '2022-06-02T23:02:45.000Z')]"
AB,"[('1532610449836867585', '@KatiePavlich You do understand that there are Russians incroaching on Ukrainian territory, right? Or maybe you are being sarcastic. You seem to be Canadian, but not famous enough to be well known by people in the States famous. So maybe this is a joke. 🤷\u200d♂️', 'JeffJoh31104411|1002251254406569991', '2022-06-03T06:29:40.000Z'), ('1532524838891429900', 'Astonishing to watch the President of the U.S. call for a ban on semi-automatic rifles for Americans while shipping endless supplies of them to civilians in Ukraine', 'KatiePavlich|48459553', '2022-06-03T00:49:29.000Z')]"
ABCD,"[('1532609409439907840', '@PamPropADVISOR I hope you\'re being sarcastic. As if all you need is an opposing sign that says ""We have guns here! Bring yours too, Trespassers will be shot though lol!"" like all those private property signs I  ignored as a child.""Gun free zone"" doesn\'t mean unarmed 😂', 'Y0R0|23803336', '2022-06-03T06:25:32.000Z'), ('1532083707393331203', '@Great_Po_Po @RonFilipkowski Actually the elimination of no gun zones is the answer…. Having sinus there that says this is a no gun zone is the flag for those who want to do harm', 'PamPropADVISOR|1469321719068430343', '2022-06-01T19:36:35.000Z'), ('1532019324772311044', '@RonFilipkowski The Cruz 1 door armed guard solution will stop mass shootings. It only needs to be applied at schools, houses of worship, malls, grocery stores, massage parlors, airports &amp; outdoor concerts. I leave anything out?', 'Great_Po_Po|855178119669481472', '2022-06-01T15:20:45.000Z'), ('1531976810942156803', 'I was just wondering how Ted Cruz’s solution of having only one locked door available to enter a school with an armed guard stationed at it works with schools that are sprawling campuses over a large area with 10-30 buildings?', 'RonFilipkowski|1298372735383605249', '2022-06-01T12:31:49.000Z')]"
AB,"[('1532607071270670336', ""@GreatMaestrojoy I don't know if you're being sarcastic or not bro, I used to love pitso and Sundowns at some point, but now I don't like pitso anymore, but believe me, the guy really really hates Sundowns and one day he might spite you by going to coach chiefs"", '200K_MONEYMAKIN|1500064598170472450', '2022-06-03T06:16:14.000Z'), ('1532400606069112834', ""Sundowns will forever be in pitso heart 🤞. Don't think he will love a club the way he loves Sundowns"", 'GreatMaestrojoy|1231207286045118464', '2022-06-02T16:35:49.000Z')]"
,[]
,[]
ABACD,"[('1532601569128202240', ""@Nour_El_Khoury @RamziNassif @ramezelkadi I hope you're being sarcastic because i have personal acquaintances who know Ibrahim &amp; this couldn't be furthest from the truth.\n\nIf anything this is proving that HA &amp; LF base are equally/ignorantly shooting themselves in the foot to keep the country bleeding for another 4 years."", 'Toufiicc|815662243', '2022-06-03T05:54:23.000Z'), ('1532600661518458881', '@Toufiicc @RamziNassif @ramezelkadi Trust me bro', 'Nour_El_Khoury|212541264', '2022-06-03T05:50:46.000Z'), ('1532361404212191234', '@RamziNassif @ramezelkadi عأي اساس مرشح ٨ اذار؟ 🤔', 'Toufiicc|815662243', '2022-06-02T14:00:03.000Z'), ('1532356476945276930', '@ramezelkadi برافو، مرشح ٨ اذار', 'RamziNassif|2868866713', '2022-06-02T13:40:28.000Z'), ('1532341606438813697', 'بدل إستيراد أسماء لرئاسة الحكومة مش سامعينلن موقف من قبل(كرمال ما يزعلوا حدا) ولا شو مشروعن..\nلماذا لا يُسمى مثلاً إبراهيم منيمنة من قِبل النواب التغييرين فهو يتمتع بكل الصفات المطلوبة وأهمها وضوح الموقف والمشروع السياسي', 'ramezelkadi|293455931', '2022-06-02T12:41:23.000Z')]"
ABCDE,"[('1532601218576662533', '@Buffy_Raw @jellyjett @DanniRose24 @NoPauseTv_ He was being sarcastic in response to the comment he’s responding to. He means exactly wheat ur saying rn, that he couldn’t just leave since he was being attacked', 'FatalFifth|1271836685312163840', '2022-06-03T05:52:59.000Z'), ('1532533400761942019', '@jellyjett @DanniRose24 @NoPauseTv_ Nigga shut yo punk ass up. So if a big fat dollar tree manger that’s probably not gettin paid that much start pulling u to the door by ya hair is u gonna wanna leave calmly.', 'Buffy_Raw|994598820', '2022-06-03T01:23:30.000Z'), ('1532489049390190592', '@DanniRose24 @NoPauseTv_ yes because he could’ve just left when his hair was being pulled', 'jellyjett|720057707', '2022-06-02T22:27:16.000Z'), ('1532359114189426688', '@NoPauseTv_ Why wouldnt he just leave the store…..', 'DanniRose24|335497905', '2022-06-02T13:50:57.000Z'), ('1532199013897977856', 'Part 2 to the fkry that took place in Dollar Tree... The worker was charged with assault https://t.co/Xharz2Txq3', 'NoPauseTv_|1064749894617972736', '2022-06-02T03:14:46.000Z')]"
